time,total_gpu_num,idle_gpu_num,pending_gpu_num,running_gpujob_num,pending_gpujob_num,pending_job_num_less_8,total_node_num,consolidate_node_num,shared_node_num,sm_util,gmem_util,sm_util_active,gmem_util_active,gpu_utilization
13219200.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219260.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219320.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219380.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219440.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219500.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219560.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219620.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219680.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219740.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219800.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219860.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219920.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13219980.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220040.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220100.0,96,88,0,1,0,0,12,1,0,0.46258333333333335,581.3333333333334,5.551,6976.0,0.083
13220160.0,96,88,0,1,0,0,12,1,0,0.46258333333333335,581.3333333333334,5.551,6976.0,0.083
13220220.0,96,88,0,1,0,0,12,1,0,0.46258333333333335,581.3333333333334,5.551,6976.0,0.083
13220280.0,96,88,0,1,0,0,12,1,0,0.46258333333333335,581.3333333333334,5.551,6976.0,0.083
13220340.0,96,88,0,1,0,0,12,1,0,0.46258333333333335,581.3333333333334,5.551,6976.0,0.083
13220400.0,96,88,0,1,0,0,12,1,0,0.46258333333333335,581.3333333333334,5.551,6976.0,0.083
13220460.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220520.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220580.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220640.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220700.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220760.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220820.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220880.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13220940.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221000.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221060.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221120.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221180.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221240.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221300.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221360.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221420.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221480.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221540.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221600.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221660.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221720.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221780.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221840.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221900.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13221960.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222020.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222080.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222140.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222200.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222260.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222320.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222380.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222440.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222500.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222560.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222620.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
13222680.0,96,96,0,0,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0
